Election Year (2017 for all records on CD)                ,Election Type Code (P for all records on CD)              ,County Code (01 through 67 see attached sheet),Precinct Code                                             ,Party 1 rank                                              ,Party 1 abbreviation                                      ,Registered Voters for party 1                             ,Party 2 rank                                              ,Party 2 abbreviation                                      ,Registered Voters for party 2                             ,Party 3 rank                                              ,Party 3 abbreviation                                      ,Registered Voters for party 3                             ,Party 4 rank                                              ,Party 4 abbreviation                                      ,Registered Voters for party 4                             ,Party 5 rank                                              ,Party 5 abbreviation                                      ,Registered Voters for party 5                             ,Party 6 rank                                              ,Party 6 abbreviation                                      ,Registered Voters for party 6                             ,U.S. Congressional District                               ,Pennsylvania State Senatorial District                    ,Pennsylvania State House District                         ,Municipality Type Code                                    ,Municipality Name                                        ,Municipality Breakdown Code 1                             ,Municipality Breakdown Name 1                            ,Municipality Breakdown Code 2                             ,Municipality Breakdown Name 2                            ,Bi-County Code (if municipality crosses county lines)    ,MCD Code                                                  ,FIPS Code                                                 ,VTD code                                                  ,Previous Precinct Code                                    ,Previous U.S. Congressional District                      ,Previous PA State Senatorial District                     ,Previous PA State House District 
2017,P,53,310,1,DEM,82,2,REP,278,3,OTH,41,4,,0,5,,0,6,,0,5,25,67,4,ULYSSES,,,,,0,140,105,310,0,5,25,67
2017,P,53,320,1,DEM,113,2,REP,213,3,OTH,42,4,,0,5,,0,6,,0,5,25,67,6,ULYSSES,,,,,0,138,105,320,0,5,25,67
2017,P,53,330,1,DEM,74,2,REP,180,3,OTH,28,4,,0,5,,0,6,,0,5,25,67,4,WEST BRANCH,,,,,0,145,105,330,0,5,25,67
2017,P,53,340,1,DEM,19,2,REP,67,3,OTH,4,4,,0,5,,0,6,,0,5,25,67,4,WHARTON,,,,,0,150,105,340,0,5,25,67
2017,P,54,10,1,DEM,383,2,REP,359,3,OTH,100,4,,0,5,,0,6,,0,17,29,123,6,ASHLAND,P,1,,,0,5,107,15,0,17,29,123
2017,P,54,20,1,DEM,259,2,REP,304,3,OTH,56,4,,0,5,,0,6,,0,17,29,123,6,ASHLAND,P,2,,,0,5,107,25,0,17,29,123
2017,P,54,60,1,DEM,118,2,REP,237,3,OTH,63,4,,0,5,,0,6,,0,17,29,125,6,AUBURN,,,,,0,10,107,60,0,17,29,125
2017,P,54,70,1,DEM,137,2,REP,387,3,OTH,55,4,,0,5,,0,6,,0,17,29,125,4,BARRY,,,,,0,15,107,70,0,17,29,125
2017,P,54,80,1,DEM,282,2,REP,259,3,OTH,42,4,,0,5,,0,6,,0,17,29,123,4,BLYTHE,,,,,0,20,107,85,0,17,29,123
2017,P,54,100,1,DEM,564,2,REP,465,3,OTH,111,4,,0,5,,0,6,,0,17,29,123,4,BRANCH,,,,,0,25,107,105,0,17,29,123
2017,P,54,120,1,DEM,151,2,REP,197,3,OTH,28,4,,0,5,,0,6,,0,17,29,123,4,BUTLER,X,ENGLEWOOD,,,0,30,107,120,0,17,29,123
2017,P,54,135,1,DEM,290,2,REP,525,3,OTH,80,4,,0,5,,0,6,,0,17,29,123,4,BUTLER,X,FT SPRINGS,,,0,30,107,135,0,17,29,123
2017,P,54,155,1,DEM,302,2,REP,563,3,OTH,90,4,,0,5,,0,6,,0,17,29,123,4,BUTLER,X,LAVELLE,,,0,30,107,155,0,17,29,125
2017,P,54,160,1,DEM,111,2,REP,66,3,OTH,24,4,,0,5,,0,6,,0,17,29,123,4,BUTLER,X,NORTHEAST,,,0,30,107,160,0,17,29,123
2017,P,54,170,1,DEM,134,2,REP,99,3,OTH,28,4,,0,5,,0,6,,0,17,29,123,4,CASS,P,North,,,0,35,107,175,0,17,29,123
2017,P,54,180,1,DEM,470,2,REP,332,3,OTH,92,4,,0,5,,0,6,,0,17,29,123,4,CASS,P,South,,,0,35,107,185,0,17,29,123
2017,P,54,200,1,DEM,231,2,REP,301,3,OTH,82,4,,0,5,,0,6,,0,17,29,124,6,COALDALE,P,EAST,,,0,40,107,205,0,17,29,124
2017,P,54,220,1,DEM,238,2,REP,315,3,OTH,85,4,,0,5,,0,6,,0,17,29,124,6,COALDALE,P,WEST,,,0,40,107,225,0,17,29,124
2017,P,54,230,1,DEM,303,2,REP,520,3,OTH,151,4,,0,5,,0,6,,0,17,29,125,6,CRESSONA,,,,,0,45,107,235,0,17,29,125
2017,P,54,250,1,DEM,137,2,REP,274,3,OTH,65,4,,0,5,,0,6,,0,17,29,124,6,DEER LAKE,,,,,0,50,107,250,0,17,29,124
2017,P,54,260,1,DEM,130,2,REP,94,3,OTH,23,4,,0,5,,0,6,,0,17,29,123,4,DELANO,,,,,0,55,107,260,0,17,29,123
2017,P,54,270,1,DEM,266,2,REP,811,3,OTH,135,4,,0,5,,0,6,,0,17,29,124,4,EAST BRUNSWICK,,,,,0,60,107,270,0,17,29,124
2017,P,54,280,1,DEM,387,2,REP,259,3,OTH,57,4,,0,5,,0,6,,0,17,29,123,4,EAST NORWEGIAN,,,,,0,65,107,285,0,17,29,123
2017,P,54,300,1,DEM,474,2,REP,537,3,OTH,137,4,,0,5,,0,6,,0,17,29,124,4,EAST UNION,,,,,0,70,107,305,0,17,29,124
2017,P,54,330,1,DEM,86,2,REP,285,3,OTH,33,4,,0,5,,0,6,,0,17,29,125,4,ELDRED,,,,,0,75,107,330,0,17,29,125
2017,P,54,340,1,DEM,78,2,REP,105,3,OTH,13,4,,0,5,,0,6,,0,17,29,123,4,FOSTER,,,,,0,80,107,340,0,17,29,123
2017,P,54,355,1,DEM,198,2,REP,271,3,OTH,64,4,,0,5,,0,6,,0,17,29,123,6,FRACKVILLE,X,MIDDLE,,,0,85,107,355,0,17,29,123
2017,P,54,375,1,DEM,269,2,REP,351,3,OTH,87,4,,0,5,,0,6,,0,17,29,123,6,FRACKVILLE,X,NORTH,,,0,85,107,375,0,17,29,123
2017,P,54,380,1,DEM,401,2,REP,555,3,OTH,88,4,,0,5,,0,6,,0,17,29,123,6,FRACKVILLE,X,SOUTH,,,0,85,107,385,0,17,29,123
2017,P,54,400,1,DEM,57,2,REP,119,3,OTH,35,4,,0,5,,0,6,,0,17,29,125,4,FRAILEY,,,,,0,90,107,400,0,17,29,125
2017,P,54,410,1,DEM,190,2,REP,192,3,OTH,36,4,,0,5,,0,6,,0,17,29,123,6,GILBERTON,,,,,0,95,107,415,0,17,29,123
2017,P,54,430,1,DEM,406,2,REP,288,3,OTH,78,4,,0,5,,0,6,,0,17,29,123,6,GIRARDVILLE,,,,,0,100,107,435,0,17,29,123
2017,P,54,460,1,DEM,166,2,REP,279,3,OTH,42,4,,0,5,,0,6,,0,17,29,123,6,GORDON,,,,,0,105,107,460,0,17,29,123
2017,P,54,470,1,DEM,217,2,REP,669,3,OTH,103,4,,0,5,,0,6,,0,17,29,125,4,HEGINS,D,EAST,,,0,110,107,470,0,17,29,125
2017,P,54,480,1,DEM,230,2,REP,707,3,OTH,99,4,,0,5,,0,6,,0,17,29,125,4,HEGINS,D,WEST,,,0,110,107,480,0,17,29,125
2017,P,54,490,1,DEM,97,2,REP,307,3,OTH,36,4,,0,5,,0,6,,0,17,29,125,4,HUBLEY,,,,,0,115,107,490,0,17,29,125
2017,P,54,500,1,DEM,357,2,REP,579,3,OTH,90,4,,0,5,,0,6,,0,17,29,124,4,KLINE,,,,,0,120,107,505,0,17,29,124
2017,P,54,520,1,DEM,25,2,REP,61,3,OTH,18,4,,0,5,,0,6,,0,17,29,125,6,LANDINGVILLE,,,,,0,125,107,520,0,17,29,125
2017,P,54,530,1,DEM,293,2,REP,241,3,OTH,44,4,,0,5,,0,6,,0,17,29,123,4,MAHANOY,,,,,0,137,107,535,0,17,29,123
2017,P,54,550,1,DEM,156,2,REP,80,3,OTH,34,4,,0,5,,0,6,,0,17,29,123,6,MAHANOY CITY,W,1,,,0,140,107,550,0,17,29,123
2017,P,54,560,1,DEM,331,2,REP,241,3,OTH,68,4,,0,5,,0,6,,0,17,29,123,6,MAHANOY CITY,W,2,,,0,140,107,565,0,17,29,123
2017,P,54,570,1,DEM,183,2,REP,152,3,OTH,56,4,,0,5,,0,6,,0,17,29,123,6,MAHANOY CITY,W,3,,,0,140,107,575,0,17,29,123
2017,P,54,580,1,DEM,345,2,REP,318,3,OTH,101,4,,0,5,,0,6,,0,17,29,123,6,MAHANOY CITY,W,4,,,0,140,107,585,0,17,29,123
2017,P,54,625,1,DEM,271,2,REP,263,3,OTH,59,4,,0,5,,0,6,,0,17,29,124,6,MCADOO,P,1,,,0,130,107,625,0,17,29,124
2017,P,54,645,1,DEM,372,2,REP,282,3,OTH,74,4,,0,5,,0,6,,0,17,29,124,6,MCADOO,P,2,,,0,130,107,645,0,17,29,124
2017,P,54,660,1,DEM,120,2,REP,117,3,OTH,25,4,,0,5,,0,6,,0,17,29,123,6,MECHANICSVILLE,,,,,0,145,107,660,0,17,29,125
2017,P,54,670,1,DEM,112,2,REP,120,3,OTH,30,4,,0,5,,0,6,,0,17,29,123,6,MIDDLEPORT,,,,,0,150,107,670,0,17,29,123
2017,P,54,695,1,DEM,251,2,REP,210,3,OTH,53,4,,0,5,,0,6,,0,17,29,123,6,MINERSVILLE,P,1,,,0,155,107,695,0,17,29,123
2017,P,54,705,1,DEM,336,2,REP,282,3,OTH,98,4,,0,5,,0,6,,0,17,29,123,6,MINERSVILLE,P,2,,,0,155,107,705,0,17,29,123
2017,P,54,715,1,DEM,332,2,REP,208,3,OTH,86,4,,0,5,,0,6,,0,17,29,123,6,MINERSVILLE,P,3,,,0,155,107,715,0,17,29,123
2017,P,54,725,1,DEM,257,2,REP,188,3,OTH,60,4,,0,5,,0,6,,0,17,29,123,6,MINERSVILLE,P,4,,,0,155,107,725,0,17,29,123
2017,P,54,740,1,DEM,27,2,REP,32,3,OTH,8,4,,0,5,,0,6,,0,17,29,123,6,MT. CARBON,,,,,0,160,107,740,0,17,29,125
2017,P,54,750,1,DEM,132,2,REP,66,3,OTH,20,4,,0,5,,0,6,,0,17,29,123,4,NEW CASTLE,,,,,0,165,107,750,0,17,29,123
2017,P,54,765,1,DEM,392,2,REP,214,3,OTH,56,4,,0,5,,0,6,,0,17,29,123,6,NEW PHILADELPHIA,,,,,0,170,107,765,0,17,29,123
2017,P,54,780,1,DEM,49,2,REP,103,3,OTH,17,4,,0,5,,0,6,,0,17,29,124,6,NEW RINGGOLD,,,,,0,175,107,780,0,17,29,124
2017,P,54,790,1,DEM,317,2,REP,583,3,OTH,111,4,,0,5,,0,6,,0,17,29,125,4,NORTH MANHEIM,P,1,,,0,180,107,792,0,17,29,125
2017,P,54,800,1,DEM,353,2,REP,437,3,OTH,105,4,,0,5,,0,6,,0,17,29,125,4,NORTH MANHEIM,P,2,,,0,180,107,796,0,17,29,125
2017,P,54,810,1,DEM,194,2,REP,328,3,OTH,74,4,,0,5,,0,6,,0,17,29,125,4,NORTH MANHEIM,P,3,,,0,180,107,802,0,17,29,125
2017,P,54,815,1,DEM,251,2,REP,473,3,OTH,120,4,,0,5,,0,6,,0,17,29,124,4,NORTH UNION,,,,,0,185,107,815,0,17,29,124
2017,P,54,830,1,DEM,517,2,REP,522,3,OTH,78,4,,0,5,,0,6,,0,17,29,125,4,NORWEGIAN,D,CURRANS,,,0,190,107,830,0,17,29,123
2017,P,54,840,1,DEM,264,2,REP,271,3,OTH,50,4,,0,5,,0,6,,0,17,29,125,4,NORWEGIAN,D,MAR LIN,,,0,190,107,840,0,17,29,123
2017,P,54,850,1,DEM,272,2,REP,472,3,OTH,113,4,,0,5,,0,6,,0,17,29,124,6,ORWIGSBURG,P,1,,,0,195,107,850,0,17,29,124
2017,P,54,860,1,DEM,349,2,REP,599,3,OTH,141,4,,0,5,,0,6,,0,17,29,124,6,ORWIGSBURG,P,2,,,0,195,107,860,0,17,29,124
2017,P,54,870,1,DEM,151,2,REP,90,3,OTH,38,4,,0,5,,0,6,,0,17,29,123,6,PALO ALTO,W,1,,,0,200,107,870,0,17,29,123
2017,P,54,880,1,DEM,178,2,REP,125,3,OTH,33,4,,0,5,,0,6,,0,17,29,123,6,PALO ALTO,W,2,,,0,200,107,880,0,17,29,123
2017,P,54,890,1,DEM,349,2,REP,747,3,OTH,141,4,,0,5,,0,6,,0,17,29,125,4,PINE GROVE,P,1,,,0,210,107,890,0,17,29,125
2017,P,54,900,1,DEM,370,2,REP,709,3,OTH,164,4,,0,5,,0,6,,0,17,29,125,4,PINE GROVE,P,2,,,0,210,107,900,0,17,29,125
2017,P,54,915,1,DEM,208,2,REP,371,3,OTH,114,4,,0,5,,0,6,,0,17,29,125,6,PINE GROVE,P,North,,,0,205,107,912,0,17,29,125
2017,P,54,930,1,DEM,166,2,REP,224,3,OTH,68,4,,0,5,,0,6,,0,17,29,125,6,PINE GROVE,P,South,,,0,205,107,922,0,17,29,125
2017,P,54,940,1,DEM,158,2,REP,169,3,OTH,40,4,,0,5,,0,6,,0,17,29,123,6,PORT CARBON,P,1,,,0,215,107,940,0,17,29,123
2017,P,54,950,1,DEM,299,2,REP,327,3,OTH,65,4,,0,5,,0,6,,0,17,29,123,6,PORT CARBON,P,2,,,0,215,107,950,0,17,29,123
2017,P,54,960,1,DEM,55,2,REP,84,3,OTH,30,4,,0,5,,0,6,,0,17,29,124,6,PORT CLINTON,,,,,0,220,107,960,0,17,29,124
2017,P,54,970,1,DEM,161,2,REP,498,3,OTH,75,4,,0,5,,0,6,,0,17,29,125,4,PORTER,D,EAST,,,0,225,107,970,0,17,29,125
2017,P,54,980,1,DEM,143,2,REP,407,3,OTH,60,4,,0,5,,0,6,,0,17,29,125,4,PORTER,D,WEST,,,0,225,107,980,0,17,29,125
2017,P,54,990,1,DEM,193,2,REP,157,3,OTH,66,4,,0,5,,0,6,,0,17,29,123,2,POTTSVILLE,W,1,,,0,230,107,995,0,17,29,125
2017,P,54,1010,1,DEM,340,2,REP,272,3,OTH,72,4,,0,5,,0,6,,0,17,29,123,2,POTTSVILLE,W,2,,,0,230,107,1015,0,17,29,125
2017,P,54,1030,1,DEM,323,2,REP,243,3,OTH,89,4,,0,5,,0,6,,0,17,29,125,2,POTTSVILLE,W,3,P,1,0,230,107,1035,0,17,29,125
2017,P,54,1040,1,DEM,163,2,REP,116,3,OTH,55,4,,0,5,,0,6,,0,17,29,125,2,POTTSVILLE,W,3,P,2,0,230,107,1040,0,17,29,125
2017,P,54,1050,1,DEM,157,2,REP,167,3,OTH,37,4,,0,5,,0,6,,0,17,29,125,2,POTTSVILLE,W,3,P,3,0,230,107,1055,0,17,29,125
2017,P,54,1070,1,DEM,506,2,REP,295,3,OTH,161,4,,0,5,,0,6,,0,17,29,123,2,POTTSVILLE,W,4,,,0,230,107,1075,0,17,29,125
2017,P,54,1100,1,DEM,386,2,REP,209,3,OTH,110,4,,0,5,,0,6,,0,17,29,123,2,POTTSVILLE,W,5,P,1,0,230,107,1105,0,17,29,123
2017,P,54,1110,1,DEM,379,2,REP,279,3,OTH,88,4,,0,5,,0,6,,0,17,29,123,2,POTTSVILLE,W,5,P,2,0,230,107,1115,0,17,29,123
2017,P,54,1140,1,DEM,358,2,REP,272,3,OTH,82,4,,0,5,,0,6,,0,17,29,123,2,POTTSVILLE,W,6,,,0,230,107,1145,0,17,29,123
2017,P,54,1160,1,DEM,555,2,REP,456,3,OTH,100,4,,0,5,,0,6,,0,17,29,125,2,POTTSVILLE,W,7,P,1,0,230,107,1165,0,17,29,125
2017,P,54,1170,1,DEM,572,2,REP,433,3,OTH,92,4,,0,5,,0,6,,0,17,29,125,2,POTTSVILLE,W,7,P,2,0,230,107,1175,0,17,29,125
2017,P,54,1200,1,DEM,192,2,REP,178,3,OTH,44,4,,0,5,,0,6,,0,17,29,123,4,REILLY,,,,,0,240,107,1200,0,17,29,123
2017,P,54,1210,1,DEM,146,2,REP,282,3,OTH,64,4,,0,5,,0,6,,0,17,29,124,6,RINGTOWN,,,,,0,245,107,1210,0,17,29,124
2017,P,54,1220,1,DEM,320,2,REP,700,3,OTH,127,4,,0,5,,0,6,,0,17,29,124,4,RUSH,D,EAST,,,0,250,107,1225,0,17,29,124
2017,P,54,1230,1,DEM,92,2,REP,172,3,OTH,28,4,,0,5,,0,6,,0,17,29,124,4,RUSH,D,ELIXIR,,,0,250,107,1235,0,17,29,124
2017,P,54,1250,1,DEM,301,2,REP,580,3,OTH,99,4,,0,5,,0,6,,0,17,29,124,4,RUSH,D,WEST,,,0,250,107,1255,0,17,29,124
2017,P,54,1260,1,DEM,360,2,REP,601,3,OTH,97,4,,0,5,,0,6,,0,17,29,123,4,RYAN,,,,,0,255,107,1260,0,17,29,123
2017,P,54,1270,1,DEM,276,2,REP,391,3,OTH,79,4,,0,5,,0,6,,0,17,29,124,4,SCHUYLKILL,,,,,0,267,107,1275,0,17,29,124
2017,P,54,1290,1,DEM,297,2,REP,475,3,OTH,136,4,,0,5,,0,6,,0,17,29,125,6,SCHUYLKILL HAVEN,W,EAST,,,0,270,107,1290,0,17,29,125
2017,P,54,1300,1,DEM,280,2,REP,339,3,OTH,101,4,,0,5,,0,6,,0,17,29,125,6,SCHUYLKILL HAVEN,W,NORTH,,,0,270,107,1300,0,17,29,125
2017,P,54,1310,1,DEM,284,2,REP,450,3,OTH,118,4,,0,5,,0,6,,0,17,29,125,6,SCHUYLKILL HAVEN,W,SOUTH,,,0,270,107,1310,0,17,29,125
2017,P,54,1320,1,DEM,236,2,REP,419,3,OTH,89,4,,0,5,,0,6,,0,17,29,125,6,SCHUYLKILL HAVEN,W,WEST,,,0,270,107,1320,0,17,29,125
2017,P,54,1330,1,DEM,82,2,REP,53,3,OTH,13,4,,0,5,,0,6,,0,17,29,123,6,SHENANDOAH,P,1,,,0,275,107,1335,0,17,29,123
2017,P,54,1340,1,DEM,223,2,REP,126,3,OTH,55,4,,0,5,,0,6,,0,17,29,123,6,SHENANDOAH,P,2,,,0,275,107,1345,0,17,29,123
2017,P,54,1350,1,DEM,339,2,REP,237,3,OTH,111,4,,0,5,,0,6,,0,17,29,123,6,SHENANDOAH,P,3,,,0,275,107,1355,0,17,29,123
2017,P,54,1360,1,DEM,218,2,REP,125,3,OTH,60,4,,0,5,,0,6,,0,17,29,123,6,SHENANDOAH,P,4,,,0,275,107,1365,0,17,29,123
2017,P,54,1370,1,DEM,203,2,REP,129,3,OTH,45,4,,0,5,,0,6,,0,17,29,123,6,SHENANDOAH,P,5,,,0,275,107,1375,0,17,29,123
2017,P,54,1380,1,DEM,64,2,REP,56,3,OTH,18,4,,0,5,,0,6,,0,17,29,123,6,SHENANDOAH,P,6,,,0,275,107,1385,0,17,29,123
2017,P,54,1440,1,DEM,486,2,REP,1075,3,OTH,233,4,,0,5,,0,6,,0,17,29,125,4,SOUTH MANHEIM,,,,,0,280,107,1440,0,17,29,125
2017,P,54,1450,1,DEM,269,2,REP,163,3,OTH,52,4,,0,5,,0,6,,0,17,29,123,6,ST. CLAIR,W,MIDDLE,,,0,260,107,1455,0,17,29,123
2017,P,54,1460,1,DEM,307,2,REP,196,3,OTH,66,4,,0,5,,0,6,,0,17,29,123,6,ST. CLAIR,W,NORTH,,,0,260,107,1465,0,17,29,123
2017,P,54,1470,1,DEM,369,2,REP,230,3,OTH,66,4,,0,5,,0,6,,0,17,29,123,6,ST. CLAIR,W,SOUTH,,,0,260,107,1475,0,17,29,123
2017,P,54,1520,1,DEM,350,2,REP,470,3,OTH,133,4,,0,5,,0,6,,0,17,29,124,6,TAMAQUA,P,1,,,0,285,107,1505,0,17,29,124
2017,P,54,1530,1,DEM,319,2,REP,504,3,OTH,150,4,,0,5,,0,6,,0,17,29,124,6,TAMAQUA,P,2,,,0,285,107,1515,0,17,29,124
2017,P,54,1540,1,DEM,329,2,REP,535,3,OTH,108,4,,0,5,,0,6,,0,17,29,124,6,TAMAQUA,P,3,,,0,285,107,1525,0,17,29,124
2017,P,54,1550,1,DEM,310,2,REP,367,3,OTH,124,4,,0,5,,0,6,,0,17,29,124,6,TAMAQUA,P,4,,,0,285,107,1535,0,17,29,124
2017,P,54,1560,1,DEM,174,2,REP,436,3,OTH,94,4,,0,5,,0,6,,0,17,29,125,6,TOWER CITY,,,,,0,290,107,1565,0,17,29,125
2017,P,54,1580,1,DEM,33,2,REP,100,3,OTH,14,4,,0,5,,0,6,,0,17,29,125,4,TREMONT,,,,,0,300,107,1580,0,17,29,125
2017,P,54,1595,1,DEM,308,2,REP,409,3,OTH,107,4,,0,5,,0,6,,0,17,29,125,6,TREMONT,,,,,0,295,107,1595,0,17,29,125
2017,P,54,1610,1,DEM,248,2,REP,509,3,OTH,87,4,,0,5,,0,6,,0,17,29,124,4,UNION,,,,,0,305,107,1610,0,17,29,124
2017,P,54,1620,1,DEM,88,2,REP,267,3,OTH,33,4,,0,5,,0,6,,0,17,29,125,4,UPPER MAHANTONGO,,,,,0,310,107,1625,0,17,29,125
2017,P,54,1640,1,DEM,132,2,REP,435,3,OTH,73,4,,0,5,,0,6,,0,17,29,124,4,WALKER,,,,,0,315,107,1640,0,17,29,124
2017,P,54,1650,1,DEM,245,2,REP,564,3,OTH,118,4,,0,5,,0,6,,0,17,29,125,4,WASHINGTON,D,NORTH,,,0,320,107,1650,0,17,29,125
2017,P,54,1660,1,DEM,246,2,REP,473,3,OTH,101,4,,0,5,,0,6,,0,17,29,125,4,WASHINGTON,D,SOUTH,,,0,320,107,1660,0,17,29,125
2017,P,54,1670,1,DEM,325,2,REP,720,3,OTH,132,4,,0,5,,0,6,,0,17,29,125,4,WAYNE,P,1,,,0,325,107,1672,0,17,29,125
2017,P,54,1680,1,DEM,307,2,REP,623,3,OTH,145,4,,0,5,,0,6,,0,17,29,125,4,WAYNE,P,2,,,0,325,107,1678,0,17,29,125
2017,P,54,1685,1,DEM,361,2,REP,615,3,OTH,149,4,,0,5,,0,6,,0,17,29,125,4,WAYNE,P,3,,,0,325,107,1682,0,17,29,125
2017,P,54,1690,1,DEM,395,2,REP,790,3,OTH,153,4,,0,5,,0,6,,0,17,29,124,4,WEST BRUNSWICK,X,NORTH,,,0,330,107,1690,0,17,29,124
2017,P,54,1700,1,DEM,232,2,REP,582,3,OTH,108,4,,0,5,,0,6,,0,17,29,124,4,WEST BRUNSWICK,X,SOUTH,,,0,330,107,1700,0,17,29,124
2017,P,54,1710,1,DEM,233,2,REP,233,3,OTH,53,4,,0,5,,0,6,,0,17,29,123,4,WEST MAHANOY,P,ALTAMONT,,,0,335,107,1710,0,17,29,123
2017,P,54,1720,1,DEM,210,2,REP,96,3,OTH,36,4,,0,5,,0,6,,0,17,29,123,4,WEST MAHANOY,P,1,,,0,335,107,1725,0,17,29,123
2017,P,54,1730,1,DEM,474,2,REP,319,3,OTH,71,4,,0,5,,0,6,,0,17,29,123,4,WEST MAHANOY,P,2,,,0,335,107,1735,0,17,29,123
2017,P,54,1760,1,DEM,328,2,REP,856,3,OTH,163,4,,0,5,,0,6,,0,17,29,124,4,WEST PENN,P,1,,,0,340,107,1762,0,17,29,124
2017,P,54,1770,1,DEM,162,2,REP,457,3,OTH,79,4,,0,5,,0,6,,0,17,29,124,4,WEST PENN,P,2,,,0,340,107,1766,0,17,29,124
2017,P,54,1775,1,DEM,218,2,REP,610,3,OTH,103,4,,0,5,,0,6,,0,17,29,124,4,WEST PENN,P,3,,,0,340,107,1772,0,17,29,124
2017,P,55,10,1,DEM,101,2,REP,358,3,OTH,33,4,,0,5,,0,6,,0,10,27,85,4,ADAMS,,,,,0,5,109,10,0,10,27,82
2017,P,55,20,1,DEM,51,2,REP,248,3,OTH,19,4,,0,5,,0,6,,0,10,27,85,4,BEAVER,,,,,0,12,109,20,0,10,27,82
2017,P,55,30,1,DEM,113,2,REP,389,3,OTH,42,4,,0,5,,0,6,,0,10,27,85,6,BEAVERTOWN,,,,,0,15,109,30,0,10,27,82
2017,P,55,40,1,DEM,204,2,REP,930,3,OTH,113,4,,0,5,,0,6,,0,10,27,85,4,CENTER,,,,,0,20,109,40,0,10,27,85
2017,P,55,50,1,DEM,99,2,REP,267,3,OTH,40,4,,0,5,,0,6,,0,10,27,108,4,CHAPMAN,,,,,0,25,109,50,0,10,27,85
2017,P,55,60,1,DEM,184,2,REP,900,3,OTH,111,4,,0,5,,0,6,,0,10,27,85,4,FRANKLIN,,,,,0,30,109,60,0,10,27,82
2017,P,55,70,1,DEM,96,2,REP,207,3,OTH,39,4,,0,5,,0,6,,0,10,27,108,6,FREEBURG,,,,,0,35,109,80,0,9,27,85
2017,P,55,80,1,DEM,169,2,REP,499,3,OTH,69,4,,0,5,,0,6,,0,10,27,85,4,JACKSON,,,,,0,40,109,90,0,10,27,85
2017,P,55,90,1,DEM,122,2,REP,332,3,OTH,59,4,,0,5,,0,6,,0,10,27,85,6,MC CLURE,,,,,0,42,109,100,0,10,27,82
2017,P,55,100,1,DEM,175,2,REP,481,3,OTH,87,4,,0,5,,0,6,,0,10,27,85,6,MIDDLEBURG,,,,,0,45,109,110,0,10,27,82
2017,P,55,110,1,DEM,228,2,REP,920,3,OTH,124,4,,0,5,,0,6,,0,10,27,85,4,MIDDLECREEK,,,,,0,50,109,130,0,10,27,85
2017,P,55,120,1,DEM,352,2,REP,729,3,OTH,176,4,,0,5,,0,6,,0,10,27,108,4,MONROE,D,1,,,0,55,109,140,0,10,27,108
2017,P,55,130,1,DEM,341,2,REP,933,3,OTH,181,4,,0,5,,0,6,,0,10,27,108,4,MONROE,D,2,,,0,55,109,150,0,10,27,108
2017,P,55,140,1,DEM,326,2,REP,616,3,OTH,138,4,,0,5,,0,6,,0,10,27,85,4,PENN,D,1,,,0,60,109,155,0,10,27,85
2017,P,55,145,1,DEM,395,2,REP,717,3,OTH,169,4,,0,5,,0,6,,0,10,27,85,4,PENN,D,2,,,0,60,109,165,0,10,27,85
2017,P,55,150,1,DEM,184,2,REP,696,3,OTH,77,4,,0,5,,0,6,,0,10,27,85,4,PERRY,,,,,0,65,109,170,0,10,27,82
2017,P,55,160,1,DEM,464,2,REP,391,3,OTH,348,4,,0,5,,0,6,,0,10,27,85,6,SELINSGROVE,X,1,,,0,70,109,180,0,10,27,85
2017,P,55,170,1,DEM,377,2,REP,414,3,OTH,187,4,,0,5,,0,6,,0,10,27,85,6,SELINSGROVE,X,2,,,0,70,109,190,0,10,27,85
2017,P,55,180,1,DEM,294,2,REP,389,3,OTH,126,4,,0,5,,0,6,,0,10,27,85,6,SELINSGROVE,X,3,,,0,70,109,200,0,9,27,85
2017,P,55,200,1,DEM,323,2,REP,542,3,OTH,127,4,,0,5,,0,6,,0,10,27,108,6,SHAMOKIN DAM,,,,,0,75,109,220,0,10,27,108
2017,P,55,210,1,DEM,161,2,REP,633,3,OTH,86,4,,0,5,,0,6,,0,10,27,85,4,SPRING,,,,,0,80,109,230,0,10,27,82
2017,P,55,220,1,DEM,119,2,REP,454,3,OTH,69,4,,0,5,,0,6,,0,10,27,108,4,UNION,,,,,0,85,109,240,0,10,27,85
2017,P,55,230,1,DEM,203,2,REP,588,3,OTH,92,4,,0,5,,0,6,,0,10,27,108,4,WASHINGTON,,,,,0,90,109,250,0,10,27,85
2017,P,55,240,1,DEM,57,2,REP,419,3,OTH,56,4,,0,5,,0,6,,0,10,27,85,4,WEST BEAVER,,,,,0,95,109,260,0,10,27,82
2017,P,55,250,1,DEM,86,2,REP,428,3,OTH,61,4,,0,5,,0,6,,0,10,27,85,4,WEST PERRY,,,,,0,100,109,270,0,10,27,82
2017,P,56,10,1,DEM,199,2,REP,349,3,OTH,73,4,,0,5,,0,6,,0,9,32,51,4,ADDISON,,,,,0,10,111,10,0,9,32,69
2017,P,56,20,1,DEM,44,2,REP,71,3,OTH,13,4,,0,5,,0,6,,0,9,32,51,6,ADDISON,,,,,0,5,111,20,0,9,32,69
